ID,Default,Client_Income_Type_Govt Job,Client_Income_Type_Service,Client_Education_College_Dropout,Client_Education_High_School,Client_Education_Middle_School,Client_Marital_Status_M,Client_Marital_Status_S,Client_Marital_Status_W
12107566,0,0,1,0,0,0,0,1,0
12210150,0,0,1,0,1,0,0,0,0
12191986,0,0,0,0,1,0,1,0,0
12180256,0,0,1,0,1,0,1,0,0
12134312,0,0,1,0,1,0,1,0,0
12107672,0,0,1,0,0,0,0,1,0
12104322,0,0,1,0,1,0,1,0,0
12151297,0,0,0,0,1,0,1,0,0
12195088,1,1,0,1,0,0,0,0,0
12151669,0,0,1,0,1,0,1,0,0
12131886,0,0,1,0,1,0,0,1,0
12219355,0,0,0,0,1,0,0,1,0
12210912,0,0,0,0,0,0,0,1,0
12183982,0,0,1,0,1,0,0,0,0
12167399,0,0,0,0,1,0,1,0,0
12113413,0,0,1,0,1,0,1,0,0
12104033,0,0,0,0,0,0,1,0,0
12170397,0,0,1,0,1,0,1,0,0
12210777,0,0,1,0,1,0,1,0,0
12118002,0,0,0,0,1,0,0,0,0
12208625,0,0,0,0,1,0,1,0,0
12186954,1,0,0,0,0,0,1,0,0
12141593,0,0,1,0,1,0,0,1,0
12202193,0,0,1,0,0,0,1,0,0
12201745,0,0,0,0,0,0,1,0,0
12197171,0,0,0,0,1,0,1,0,0
12179896,0,0,1,0,1,0,1,0,0
12159662,0,0,1,0,0,0,1,0,0
12178498,0,1,0,1,0,0,1,0,0
12106834,0,0,1,0,0,1,0,0,0
12135325,1,0,1,1,0,0,1,0,0
12159457,0,0,1,0,1,0,0,0,0
12197657,0,0,0,0,1,0,0,1,0
12143833,0,0,1,0,1,0,0,0,0
12211396,0,0,0,0,0,0,1,0,0
12172008,0,0,1,0,1,0,1,0,0
12163472,0,0,1,0,1,0,1,0,0
12214356,0,0,1,0,0,0,1,0,0
12216018,0,1,0,0,1,0,1,0,0
12209896,0,1,0,0,0,0,1,0,0
12142943,0,0,1,0,0,0,1,0,0
12189199,0,0,1,0,1,0,1,0,0
12191033,0,0,1,0,0,0,1,0,0
12121558,0,0,1,0,1,0,1,0,0
12195165,0,0,1,0,1,0,1,0,0
12118511,0,0,1,0,1,0,1,0,0
12137135,0,0,0,0,0,0,1,0,0
12194595,0,0,1,0,1,0,0,1,0
12100223,0,0,1,0,1,0,0,1,0
12164478,0,0,1,0,1,0,1,0,0
12156944,0,0,1,0,1,0,1,0,0
12218716,0,0,1,0,1,0,1,0,0
12200462,0,0,0,0,0,0,0,1,0
12206797,0,0,1,0,1,0,1,0,0
12179761,0,0,0,0,1,0,0,1,0
12153165,0,0,1,0,1,0,1,0,0
12218735,0,0,1,0,0,0,1,0,0
12174727,0,0,0,0,0,0,1,0,0
12149388,0,0,1,0,1,0,1,0,0
12160682,0,0,1,0,1,0,1,0,0
12191314,0,0,0,0,0,0,0,1,0
12149090,0,0,0,0,1,0,1,0,0
12101940,0,0,0,0,1,0,1,0,0
12183082,1,0,1,0,0,0,1,0,0
12111102,0,0,0,0,1,0,1,0,0
12109979,1,0,1,0,1,0,0,1,0
12172536,0,0,1,0,1,0,1,0,0
12161860,0,0,0,0,1,0,1,0,0
12140223,0,0,1,0,1,0,1,0,0
12186052,0,0,0,0,1,0,0,1,0
12118381,1,0,1,0,1,0,1,0,0
12205139,0,0,1,0,0,0,0,1,0
12198661,0,0,0,0,1,0,1,0,0
12196898,0,0,1,0,1,0,1,0,0
12202030,0,0,1,0,0,0,1,0,0
12202973,0,0,0,0,1,0,0,1,0
12178207,0,0,1,0,0,0,1,0,0
12152500,0,0,1,0,1,0,0,0,0
12178115,0,0,0,0,1,0,1,0,0
12116854,0,0,1,0,1,0,0,1,0
12145292,0,0,1,0,1,0,0,0,1
12118724,0,0,0,0,1,0,1,0,0
12190845,0,0,0,0,0,0,0,0,0
12219709,0,1,0,0,1,0,1,0,0
12161386,0,0,1,0,1,0,0,0,0
12138307,0,0,1,0,0,0,1,0,0
12162509,0,0,1,0,1,0,0,1,0
12143474,0,0,1,0,0,0,1,0,0
12109179,0,0,1,0,1,0,1,0,0
12133598,1,0,0,0,1,0,1,0,0
12130684,1,0,1,0,1,0,0,0,1
12116645,0,0,1,0,0,0,1,0,0
12212121,0,0,1,0,1,0,1,0,0
12183151,1,0,0,0,1,0,0,0,0
12159855,0,0,1,0,1,0,0,0,1
12209444,0,0,1,0,1,0,0,1,0
12100494,0,0,1,0,1,0,0,0,0
12141170,0,0,1,0,0,0,1,0,0
12179164,1,0,1,0,1,0,1,0,0
12213931,0,0,0,0,0,0,1,0,0
12104782,1,0,1,0,1,0,0,1,0
12183386,0,1,0,0,0,0,0,1,0
12126107,1,0,1,0,1,0,1,0,0
12191185,0,1,0,0,1,0,1,0,0
12149506,0,0,1,0,1,0,0,0,1
12121527,0,0,1,0,1,0,1,0,0
12187305,0,0,0,0,0,0,1,0,0
12197184,0,0,0,0,1,0,1,0,0
12209835,0,0,0,0,1,0,1,0,0
12169390,0,0,0,0,1,0,1,0,0
12131357,0,0,1,0,1,0,1,0,0
12141242,0,0,0,0,1,0,1,0,0
12172816,0,0,0,0,0,0,0,1,0
12149217,0,0,0,0,1,0,1,0,0
12118602,0,0,1,0,1,0,1,0,0
12146326,0,0,1,0,1,0,1,0,0
12100497,0,0,0,0,0,0,1,0,0
12130088,0,0,0,0,0,0,0,0,0
12150579,0,0,0,1,0,0,1,0,0
12186463,0,0,1,0,1,0,1,0,0
12185538,0,0,0,0,1,0,1,0,0
12154655,0,0,0,0,0,0,1,0,0
12196812,0,1,0,0,0,0,1,0,0
12218855,1,0,1,0,1,0,0,0,0
12157981,0,0,1,1,0,0,1,0,0
12179791,0,0,0,0,1,0,1,0,0
12135557,0,0,1,0,1,0,0,1,0
12219217,0,1,0,0,0,0,0,0,0
12158302,0,0,1,0,1,0,1,0,0
12140898,0,0,1,0,1,0,0,1,0
12143233,0,0,0,0,0,0,1,0,0
12207652,0,0,0,0,0,0,1,0,0
12218831,0,0,1,0,1,0,0,0,0
12172873,0,0,1,0,1,0,0,0,1
12176440,0,1,0,0,0,0,1,0,0
12148982,0,0,1,0,1,0,1,0,0
12118934,0,0,0,0,0,0,1,0,0
12168913,0,0,1,0,0,0,1,0,0
12153300,0,0,1,0,1,0,1,0,0
12105252,0,0,1,0,0,1,1,0,0
12144629,0,0,1,0,1,0,0,1,0
12199747,0,0,1,0,0,0,0,0,0
12186119,0,0,0,0,0,0,1,0,0
12209446,0,0,1,0,1,0,1,0,0
12132249,0,0,0,0,1,0,1,0,0
12124304,0,0,1,0,1,0,1,0,0
12139878,0,0,1,0,1,0,0,1,0
12187288,0,1,0,0,1,0,1,0,0
12150546,0,1,0,0,0,0,1,0,0
12134220,0,0,1,0,1,0,0,1,0
12175012,0,0,0,0,1,0,1,0,0
12203203,0,0,1,0,1,0,1,0,0
12142827,0,0,1,0,1,0,1,0,0
12197248,0,0,0,0,1,0,1,0,0
12163984,0,0,1,0,0,0,0,1,0
12171369,0,0,1,1,0,0,1,0,0
12199011,0,0,1,0,1,0,1,0,0
12178766,0,0,1,0,1,0,1,0,0
12191785,0,0,1,0,1,0,1,0,0
12129188,0,0,1,0,1,0,0,0,1
12199855,0,1,0,0,1,0,0,0,0
12209120,0,0,1,0,1,0,1,0,0
12101580,0,0,1,0,1,0,0,0,1
12123546,0,0,1,0,1,0,1,0,0
12113752,0,0,1,0,1,0,0,0,1
12150806,0,0,1,0,0,0,1,0,0
12116188,1,0,0,0,1,0,0,1,0
12161475,0,0,1,0,1,0,1,0,0
12178452,0,0,0,0,0,0,1,0,0
12174785,1,0,1,0,1,0,1,0,0
12116518,0,0,1,0,1,0,1,0,0
12189654,0,0,1,0,1,0,1,0,0
12148314,0,0,1,0,0,0,1,0,0
12117711,0,0,0,0,0,0,1,0,0
12213467,0,0,0,0,1,0,0,1,0
12172498,0,0,0,0,1,0,1,0,0
12109845,0,0,0,0,0,0,1,0,0
12202394,0,0,0,0,0,0,1,0,0
12184506,0,0,1,0,0,0,1,0,0
12145473,1,1,0,0,1,0,0,1,0
12134571,0,0,0,0,0,0,1,0,0
12160673,0,0,0,0,0,0,0,1,0
12189965,0,1,0,0,1,0,1,0,0
12131692,0,0,1,0,0,0,0,0,1
12128981,0,0,1,0,0,0,1,0,0
12206721,0,0,0,0,0,0,1,0,0
12163718,0,0,1,0,1,0,0,0,1
12187234,0,0,1,0,1,0,1,0,0
12115192,0,0,0,0,0,0,0,1,0
12127782,0,0,1,0,1,0,0,1,0
12195442,0,0,1,0,1,0,1,0,0
12189023,0,1,0,0,0,0,1,0,0
12151043,0,0,1,0,1,0,1,0,0
12121233,0,0,0,0,0,0,1,0,0
12151106,0,0,1,0,1,0,1,0,0
12135110,0,1,0,0,1,0,1,0,0
12208729,0,0,0,0,1,0,0,1,0
12127034,0,0,1,0,0,0,1,0,0
12135926,0,0,0,0,0,0,1,0,0
12202166,0,0,0,0,0,0,0,1,0
12114518,0,0,1,0,1,0,1,0,0
12123138,0,0,1,0,1,0,1,0,0
12221136,0,0,1,0,1,0,1,0,0
12182324,0,0,1,0,1,0,1,0,0
12134596,0,0,1,0,1,0,1,0,0
12159941,0,0,1,0,1,0,0,1,0
12132662,0,0,1,0,1,0,1,0,0
12120648,0,0,1,0,0,0,1,0,0
12208767,0,0,1,0,1,0,1,0,0
12166413,1,0,0,0,1,0,1,0,0
12164489,0,0,1,0,1,0,1,0,0
12192306,0,0,1,0,1,0,1,0,0
12143630,0,0,0,0,0,0,0,0,0
12166317,0,0,1,0,0,0,1,0,0
12171253,0,0,1,0,1,0,1,0,0
12117154,0,0,1,0,0,0,1,0,0
12165784,0,0,1,0,0,0,1,0,0
12141452,0,0,0,0,0,0,1,0,0
12177969,1,0,1,0,1,0,1,0,0
12151785,0,0,0,0,1,0,1,0,0
12131770,0,0,1,0,1,0,0,0,0
12168459,0,0,1,0,1,0,1,0,0
12171179,1,0,1,0,1,0,1,0,0
12186747,0,0,0,0,1,0,1,0,0
12195344,0,0,1,0,1,0,1,0,0
12178978,1,0,0,0,1,0,1,0,0
12202957,0,0,1,0,1,0,1,0,0
12210177,0,1,0,0,1,0,1,0,0
12101848,0,0,0,0,1,0,1,0,0
12170773,0,0,0,0,1,0,1,0,0
12204707,0,0,1,0,0,0,0,0,0
12141344,0,0,1,0,1,0,1,0,0
12205017,0,0,0,0,0,0,1,0,0
12221455,0,0,1,0,1,0,1,0,0
12183586,0,0,0,1,0,0,0,1,0
12140700,0,0,1,0,0,0,1,0,0
12208475,0,0,1,0,1,0,1,0,0
12200800,0,0,1,0,1,0,1,0,0
12206311,0,1,0,1,0,0,1,0,0
12166405,0,1,0,0,0,0,1,0,0
12164520,0,1,0,0,0,0,0,1,0
12145203,0,0,0,0,0,0,0,1,0
12171037,0,0,1,0,1,0,1,0,0
12192769,0,1,0,0,1,0,1,0,0
12118406,0,0,1,0,1,0,0,0,1
12182083,0,0,1,1,0,0,1,0,0
12127574,0,0,1,0,1,0,1,0,0
12166328,0,0,1,0,1,0,1,0,0
12220202,0,0,1,0,1,0,1,0,0
12167849,0,0,1,0,1,0,1,0,0
12157911,0,0,1,0,0,0,0,1,0
12123392,0,0,0,0,1,0,1,0,0
12167268,0,1,0,0,1,0,1,0,0
12105286,0,0,0,0,1,0,1,0,0
12202249,0,0,1,0,1,0,0,0,0
12123377,0,0,0,0,1,0,1,0,0
12128584,0,0,1,0,1,0,1,0,0
12209064,0,0,0,0,0,0,0,0,1
12195247,0,0,0,0,0,0,1,0,0
12202219,0,0,0,0,0,0,1,0,0
12177201,1,1,0,0,1,0,1,0,0
12213028,0,0,1,0,1,0,1,0,0
12166871,0,0,0,0,1,0,1,0,0
12197102,0,0,0,0,1,0,1,0,0
12192771,0,0,1,0,1,0,1,0,0
12202684,0,0,1,0,1,0,0,0,0
12117234,0,0,1,0,0,0,1,0,0
12168594,0,0,1,0,1,0,1,0,0
12171716,1,0,0,0,0,0,0,0,0
12201561,1,0,1,0,0,0,1,0,0
12100656,0,0,1,0,0,0,1,0,0
12180634,0,0,1,0,1,0,0,1,0
12153019,0,0,1,0,1,0,1,0,0
12195897,0,0,0,0,0,0,1,0,0
12108520,0,0,1,0,1,0,0,1,0
12134955,0,1,0,0,1,0,1,0,0
12208116,0,0,1,0,0,0,1,0,0
12201970,0,0,1,0,1,0,1,0,0
12141713,0,0,1,1,0,0,0,0,0
12108325,0,0,1,0,1,0,1,0,0
12160969,0,0,1,0,0,0,1,0,0
12135444,1,0,1,0,1,0,1,0,0
12206561,0,0,0,0,1,0,1,0,0
12110709,0,0,1,0,0,0,1,0,0
12194123,0,0,1,0,0,0,1,0,0
12134887,0,0,1,0,1,0,0,1,0
12137989,1,0,1,0,1,0,0,0,0
12136620,0,0,1,0,1,0,1,0,0
12142392,0,0,0,0,1,0,1,0,0
12191283,0,0,0,0,0,0,0,1,0
12112563,0,0,1,0,1,0,1,0,0
12101800,0,0,1,0,1,0,1,0,0
12185661,0,0,0,0,1,0,1,0,0
12210925,0,0,1,0,1,0,1,0,0
12166479,0,0,1,0,1,0,1,0,0
12194193,1,0,1,0,0,0,1,0,0
12168563,0,0,1,0,0,0,1,0,0
12100229,0,0,0,0,1,0,1,0,0
12205389,0,0,0,0,0,0,0,0,0
12106777,0,0,1,0,1,0,0,1,0
12206704,0,0,0,0,1,0,1,0,0
12156098,0,0,0,0,1,0,1,0,0
12204042,1,0,1,0,1,0,1,0,0
12135270,1,0,1,0,1,0,1,0,0
12122152,0,0,1,0,0,1,0,0,1
12202152,0,0,1,0,1,0,1,0,0
12195449,0,0,0,1,0,0,1,0,0
12177351,0,1,0,0,0,0,1,0,0
12127011,0,0,0,0,0,0,0,1,0
12157149,0,0,1,0,0,0,0,0,0
12216927,0,1,0,0,1,0,0,1,0
12111059,0,0,1,0,1,0,1,0,0
12147726,0,0,0,0,0,0,1,0,0
12140720,0,0,1,0,1,0,1,0,0
12183084,0,0,1,0,1,0,1,0,0
12156853,0,0,0,0,1,0,0,0,0
12101471,0,0,1,0,1,0,0,1,0
12123235,0,0,1,0,1,0,1,0,0
12125045,0,0,1,0,1,0,1,0,0
12128182,0,0,1,0,0,0,0,0,0
12181138,0,1,0,0,0,0,1,0,0
12175964,0,0,1,0,0,0,1,0,0
12220898,0,0,1,1,0,0,0,1,0
12155516,0,0,1,0,1,0,1,0,0
12188905,0,0,0,0,1,0,0,1,0
12147974,0,0,1,0,1,0,1,0,0
12113034,1,0,1,0,1,0,0,1,0
12145319,0,0,1,0,1,0,1,0,0
12194884,0,0,1,0,1,0,1,0,0
12207477,0,0,1,0,1,0,1,0,0
12212648,0,0,1,0,1,0,1,0,0
12101797,0,0,1,0,1,0,1,0,0
12214447,0,0,0,0,1,0,1,0,0
12178209,0,0,0,0,0,0,1,0,0
12173004,0,0,1,0,1,0,1,0,0
12204708,0,0,0,0,1,0,0,0,0
12138619,0,0,1,0,0,0,1,0,0
12183059,0,0,0,0,1,0,1,0,0
12108366,0,0,1,0,1,0,1,0,0
12212068,0,0,1,0,1,0,1,0,0
12105290,0,0,1,0,0,0,1,0,0
12196521,0,0,0,0,0,0,1,0,0
12109400,0,0,1,0,1,0,1,0,0
12208732,0,0,1,0,1,0,0,1,0
12203689,0,1,0,0,1,0,1,0,0
12209690,0,0,0,0,0,0,1,0,0
12142674,0,0,1,0,1,0,1,0,0
12208893,0,0,1,0,1,0,1,0,0
12206870,0,0,0,0,1,0,1,0,0
12138222,0,0,0,0,0,0,1,0,0
12149281,0,0,1,0,1,0,1,0,0
12195188,1,0,1,0,1,0,1,0,0
12138143,0,0,0,0,1,0,1,0,0
12165075,0,0,0,0,1,0,1,0,0
12193977,0,0,0,0,1,0,1,0,0
12110134,0,0,1,0,1,0,1,0,0
12177931,0,0,1,0,1,0,1,0,0
12138473,0,0,1,0,1,0,0,0,1
12173745,0,0,1,0,1,0,1,0,0
12135436,0,0,1,0,0,0,0,1,0
12119652,0,0,1,0,1,0,1,0,0
12136918,1,0,0,0,1,0,1,0,0
12105155,0,0,1,0,0,0,1,0,0
12149713,0,0,1,1,0,0,0,0,0
12137528,1,0,1,0,1,0,1,0,0
12125432,0,0,1,0,1,0,1,0,0
12205119,0,0,1,0,1,0,1,0,0
12183875,0,0,0,0,0,0,1,0,0
12205830,0,0,1,0,1,0,1,0,0
12112866,1,0,1,0,1,0,1,0,0
12177040,0,0,0,0,0,0,0,1,0
12138528,0,0,1,0,0,0,0,1,0
12198667,0,0,0,0,1,0,1,0,0
12214765,0,0,0,0,0,0,1,0,0
12168263,0,0,1,0,1,0,1,0,0
12102394,0,0,1,0,1,0,0,1,0
12112113,0,0,0,0,1,0,0,0,0
12189664,0,0,1,0,1,0,1,0,0
12146775,1,0,1,0,1,0,1,0,0
12147351,0,0,1,0,1,0,1,0,0
12142597,1,0,1,0,1,0,1,0,0
12206709,0,0,1,0,1,0,0,1,0
12154140,0,0,1,0,1,0,1,0,0
12102011,0,0,1,0,1,0,1,0,0
12136651,0,0,1,0,1,0,1,0,0
12219139,0,0,1,0,1,0,1,0,0
12138254,0,0,1,0,1,0,1,0,0
12157375,0,0,1,0,1,0,1,0,0
12178364,0,0,1,0,1,0,1,0,0
12216043,0,0,1,0,1,0,1,0,0
12108194,0,0,0,0,0,0,1,0,0
12171105,0,0,0,0,0,0,0,1,0
12158869,0,0,0,0,1,0,1,0,0
12178212,0,0,1,0,1,0,1,0,0
12151668,0,0,1,0,1,0,1,0,0
12125312,0,0,1,0,1,0,1,0,0
12189297,0,0,0,0,0,0,1,0,0
12180641,0,0,0,0,1,0,1,0,0
12211744,0,0,1,0,0,0,0,1,0
12165135,0,0,1,0,1,0,1,0,0
12174660,0,1,0,0,1,0,1,0,0
12177766,0,0,0,0,0,0,1,0,0
12141703,0,0,0,1,0,0,0,1,0
12148850,0,0,0,0,1,0,1,0,0
12143776,0,0,1,0,1,0,1,0,0
12196483,0,0,1,0,1,0,1,0,0
12149073,0,0,0,0,1,0,0,1,0
12128986,0,0,0,0,1,0,1,0,0
12110165,0,0,1,0,1,0,0,0,0
12108999,0,0,1,0,1,0,1,0,0
12118757,0,0,0,0,1,0,1,0,0
12220778,1,0,1,0,1,0,0,0,0
12164222,0,0,0,0,1,0,1,0,0
12213007,1,0,1,0,1,0,0,1,0
12131730,0,0,1,0,1,0,1,0,0
12188242,0,0,0,0,0,0,1,0,0
12195484,0,0,0,0,1,0,1,0,0
12131449,0,1,0,0,1,0,0,1,0
12170381,0,0,1,0,1,0,0,0,0
12129124,1,0,0,1,0,0,1,0,0
12150162,0,0,0,0,1,0,0,1,0
12109193,0,0,0,0,0,0,0,1,0
12198440,0,0,0,0,0,0,1,0,0
12152861,0,0,0,0,1,0,0,1,0
12152723,0,0,1,0,0,0,1,0,0
12162499,1,0,1,0,1,0,0,0,0
12199122,0,0,1,0,0,1,1,0,0
12179731,0,0,0,0,1,0,1,0,0
12147266,0,0,1,0,0,0,0,1,0
12192149,0,0,1,0,1,0,0,0,0
12153129,0,0,1,0,1,0,0,0,0
12126868,1,0,0,0,0,0,1,0,0
12155940,0,0,1,0,1,0,1,0,0
12141035,1,1,0,0,1,0,1,0,0
12150106,0,0,1,0,0,0,1,0,0
12122940,0,0,1,0,1,0,1,0,0
12170671,0,1,0,0,1,0,0,1,0
12191862,0,0,1,0,1,0,0,0,1
12154027,0,0,1,0,1,0,0,1,0
12180293,0,0,1,0,1,0,1,0,0
12202633,0,0,1,0,1,0,1,0,0
12134559,0,0,1,0,1,0,1,0,0
12153410,0,0,0,0,0,0,1,0,0
12220001,1,0,1,0,1,0,1,0,0
12198505,1,0,1,0,1,0,1,0,0
12135961,0,0,1,0,0,0,1,0,0
12161290,0,0,1,0,0,1,0,1,0
12189963,0,1,0,0,0,0,1,0,0
12121477,0,0,1,0,1,0,1,0,0
12108265,0,0,0,1,0,0,0,1,0
12198718,0,0,0,0,1,0,1,0,0
12118329,0,0,1,0,1,0,1,0,0
12136048,0,0,1,0,1,0,0,0,1
12120186,0,0,1,1,0,0,1,0,0
12112179,0,0,0,0,1,0,1,0,0
12177967,1,0,1,0,1,0,1,0,0
12121955,0,0,1,0,1,0,1,0,0
12156717,0,0,0,0,1,0,0,1,0
12169481,0,0,1,0,1,0,1,0,0
12116769,0,0,1,0,1,0,1,0,0
12126031,0,0,0,0,1,0,1,0,0
12119803,0,0,1,0,1,0,1,0,0
12211272,0,0,0,0,1,0,1,0,0
12135416,0,1,0,0,0,0,1,0,0
12182013,0,0,0,0,0,0,0,1,0
12118740,0,0,1,0,1,0,1,0,0
12150967,0,0,1,0,1,0,0,1,0
12150880,0,0,1,0,0,0,1,0,0
12158501,0,1,0,0,0,0,0,1,0
12133492,0,0,1,0,1,0,1,0,0
12151900,0,0,0,0,0,0,1,0,0
12173088,0,0,1,0,1,0,0,0,0
12144506,0,0,1,0,1,0,1,0,0
12216006,0,0,0,1,0,0,0,1,0
12112432,0,0,1,0,1,0,1,0,0
12131166,0,0,0,0,0,0,1,0,0
12131256,0,0,0,0,1,0,1,0,0
12163205,0,0,1,1,0,0,0,1,0
12138403,0,0,1,0,0,0,0,1,0
12124590,0,0,0,0,1,0,0,1,0
12172840,0,0,1,0,1,0,1,0,0
12215740,1,0,1,0,1,0,1,0,0
12103769,0,0,1,0,1,0,1,0,0
12101095,0,0,1,0,0,0,1,0,0
12153180,0,0,0,0,1,0,1,0,0
12121045,0,0,0,0,0,0,1,0,0
12154811,0,0,1,0,1,0,1,0,0
12184850,0,0,1,0,0,0,0,1,0
12150797,0,0,1,0,0,0,1,0,0
12126776,0,0,0,0,1,0,1,0,0
12162031,0,0,1,0,1,0,1,0,0
12110868,0,0,1,1,0,0,1,0,0
12102349,0,0,1,0,1,0,0,1,0
12127765,0,0,0,0,0,0,1,0,0
12109010,0,0,1,0,1,0,1,0,0
12143645,0,0,1,0,1,0,1,0,0
12169833,0,0,1,0,1,0,1,0,0
12156208,0,0,1,0,1,0,1,0,0
12214309,0,0,1,0,1,0,1,0,0
12139359,0,1,0,1,0,0,1,0,0
12123092,0,0,1,0,1,0,1,0,0
12218424,0,0,0,0,1,0,0,1,0
12103112,0,0,1,0,1,0,0,1,0
12163594,0,0,1,0,1,0,1,0,0
12119804,0,0,1,0,0,0,0,0,1
12159640,0,0,1,1,0,0,0,1,0
12217205,0,0,1,0,1,0,1,0,0
12176075,0,0,0,0,1,0,1,0,0
12115597,0,0,0,1,0,0,1,0,0
12145335,0,0,1,0,0,0,1,0,0
12211345,1,0,1,0,1,0,1,0,0
12187513,0,0,1,0,1,0,0,0,1
12151902,0,0,1,0,1,0,0,1,0
12173782,0,0,1,0,1,0,0,1,0
12104220,0,0,0,0,1,0,1,0,0
12137380,0,0,1,0,1,0,1,0,0
12138839,0,0,1,1,0,0,1,0,0
12221653,0,0,1,0,0,0,0,1,0
12167757,1,0,0,1,0,0,1,0,0
12194063,0,0,0,0,1,0,0,1,0
12184345,0,0,1,0,1,0,1,0,0
12164515,0,0,1,0,0,0,1,0,0
12118695,0,0,1,0,0,0,1,0,0
12153982,0,0,1,0,0,1,1,0,0
12161800,0,0,1,0,0,0,1,0,0
12109550,0,0,1,0,1,0,1,0,0
12197186,0,1,0,0,1,0,1,0,0
12195856,0,0,0,0,1,0,1,0,0
12176111,0,0,0,0,0,0,0,1,0
12191483,0,0,0,0,1,0,1,0,0
12213159,0,0,1,0,1,0,0,0,0
12119909,1,0,0,0,1,0,1,0,0
12125744,0,0,1,0,1,0,1,0,0
12169274,0,0,1,0,1,0,1,0,0
12204990,0,0,0,0,1,0,0,0,1
12166127,1,1,0,0,0,0,0,1,0
12141752,0,0,1,0,1,0,1,0,0
12110525,0,0,1,0,1,0,1,0,0
12132178,0,0,1,1,0,0,1,0,0
12190046,0,0,1,0,1,0,1,0,0
12205683,0,0,0,0,0,0,1,0,0
12124985,0,0,0,0,1,0,1,0,0
12145948,0,0,1,0,0,0,1,0,0
12152686,0,0,1,0,1,0,0,0,1
12181557,0,0,1,0,0,1,1,0,0
12196411,1,0,1,0,1,0,0,0,1
12135176,0,0,1,0,0,0,1,0,0
12147677,0,0,1,0,1,0,1,0,0
12220378,0,0,1,0,0,1,1,0,0
12171443,0,1,0,0,0,0,1,0,0
12187097,0,0,1,0,1,0,1,0,0
12113848,1,0,1,0,1,0,1,0,0
12177423,0,0,0,0,1,0,1,0,0
12178469,0,0,1,0,1,0,1,0,0
12107949,0,0,0,0,0,0,0,1,0
