ID,Client_Income,Child_Count,Credit_Amount,Loan_Annuity,Age_Days,Employed_Days,Default
12148399,16200.0,0.0,123681.6,3629.25,16998.0,3717.0,0
12115142,7200.0,0.0,26100.0,1511.1,19867.0,1680.0,0
12114196,9900.0,1.0,24750.0,1021.05,12905.0,5275.0,0
12174291,18000.0,0.0,49182.3,2291.85,14283.0,581.0,0
12104416,9000.0,1.0,15282.0,1658.7,14223.0,3004.0,0
12199861,19350.0,1.0,67500.0,2615.4,11073.0,913.0,0
12121870,27000.0,0.0,76022.55,3233.7,13923.0,5879.0,0
12192978,13500.0,1.0,22500.0,2362.5,11724.0,2279.0,1
12200098,15750.0,3.0,128835.0,3780.0,13891.0,345.0,0
12165536,9000.0,0.0,90568.8,2402.1,19091.0,1201.0,0
12118605,13500.0,0.0,54449.1,1769.4,15481.0,7467.0,0
12103426,22500.0,0.0,58846.5,3017.7,15520.0,1546.0,0
12127046,27000.0,3.0,53366.85,4003.2,12323.0,1117.0,0
12172658,11250.0,1.0,13500.0,1467.0,14502.0,7045.0,0
12167610,13500.0,1.0,15282.0,1737.0,13021.0,913.0,0
12134948,11250.0,0.0,22500.0,1804.05,12913.0,173.0,0
12126145,18000.0,1.0,59256.0,3593.7,14628.0,2531.0,0
12209812,11250.0,1.0,45000.0,2188.8,17487.0,1107.0,0
12104925,6750.0,0.0,20250.0,1012.5,16787.0,808.0,0
12220599,9000.0,0.0,66494.7,2401.2,19983.0,235.0,0
12191036,20250.0,0.0,45000.0,2441.25,19591.0,4067.0,0
12103508,12600.0,3.0,29628.0,1906.2,12072.0,1422.0,1
12159408,11250.0,1.0,30146.4,2394.9,9614.0,1364.0,0
12152611,18000.0,2.0,131400.45,4355.55,15305.0,221.0,0
12150234,27000.0,0.0,64008.0,2997.0,12681.0,734.0,1
12132704,8100.0,1.0,9169.2,539.1,14630.0,1468.0,0
12107566,15750.0,0.0,45000.0,2943.0,10609.0,499.0,0
12210150,18000.0,1.0,27000.0,724.95,14559.0,4911.0,0
12191986,13500.0,0.0,18000.0,900.0,20381.0,3068.0,0
12180256,20250.0,0.0,78192.0,3299.85,16589.0,2623.0,0
12134312,15750.0,0.0,55848.6,2988.45,20603.0,821.0,0
12107672,18000.0,0.0,31276.8,1709.55,9610.0,341.0,0
12104322,13500.0,0.0,33750.0,1830.6,15488.0,2357.0,0
12151297,13500.0,0.0,34650.0,2477.25,9802.0,497.0,0
12195088,18900.0,1.0,27363.6,2174.85,14168.0,2773.0,1
12151669,8100.0,0.0,70083.0,2273.85,18103.0,8669.0,0
12131886,22500.0,1.0,45000.0,2188.8,10782.0,596.0,0
12219355,20250.0,0.0,54000.0,2700.0,17573.0,1340.0,0
12210912,31500.0,0.0,84874.5,4617.45,14324.0,897.0,0
12183982,9000.0,1.0,11944.8,790.65,13591.0,1084.0,0
12167399,11250.0,0.0,83021.4,2941.2,14496.0,992.0,0
12113413,11250.0,0.0,112500.0,4474.8,17898.0,3519.0,0
12104033,22500.0,2.0,55255.5,2834.1,10215.0,2305.0,0
12170397,18000.0,0.0,48149.55,3351.15,9114.0,646.0,0
12210777,11250.0,0.0,38700.0,1895.4,16765.0,8664.0,0
12118002,18000.0,1.0,50367.6,2745.45,13694.0,1487.0,0
12208625,22500.0,0.0,160927.2,4612.05,18725.0,1723.0,0
12186954,14400.0,0.0,30942.0,1517.85,11724.0,625.0,1
12141593,29700.0,0.0,33183.45,1707.3,8906.0,828.0,0
12202193,15750.0,0.0,24750.0,1237.5,17434.0,276.0,0
12201745,31365.0,0.0,51206.4,1943.1,22484.0,1487.0,0
12197171,22500.0,0.0,33300.0,2643.75,13336.0,1436.0,0
12179896,22500.0,1.0,20628.0,1016.1,19751.0,769.0,0
12159662,15750.0,0.0,57340.8,2072.7,10977.0,639.0,0
12178498,18000.0,0.0,27370.8,3095.55,8675.0,1232.0,0
12106834,13500.0,0.0,80865.0,2364.3,16320.0,3222.0,0
12135325,12150.0,0.0,25470.0,1658.25,8875.0,1068.0,1
12159457,17100.0,1.0,46328.4,2266.2,15156.0,3816.0,0
12197657,45000.0,0.0,93564.0,9127.8,12927.0,2646.0,0
12143833,7425.0,1.0,18868.5,844.2,22047.0,3597.0,0
12211396,18900.0,0.0,122301.0,5194.8,14999.0,4416.0,0
12172008,31500.0,0.0,135000.0,3960.45,18759.0,391.0,0
12163472,13500.0,2.0,41479.2,2519.55,10463.0,1369.0,0
12214356,18000.0,1.0,67500.0,2190.6,14875.0,2418.0,0
12216018,15750.0,2.0,45000.0,2250.0,13264.0,2626.0,0
12209896,13500.0,1.0,62553.6,3505.95,12019.0,2194.0,0
12142943,27000.0,0.0,106313.85,5441.4,15062.0,1091.0,0
12189199,9000.0,0.0,128835.0,3780.0,19449.0,3420.0,0
12191033,27000.0,1.0,90000.0,2916.45,18791.0,1255.0,0
12121558,15750.0,0.0,128835.0,3780.0,19739.0,224.0,0
12195165,6750.0,0.0,26955.0,1309.5,16997.0,2913.0,0
12118511,11250.0,0.0,76022.55,3028.05,21356.0,4509.0,0
12137135,11250.0,2.0,10782.0,847.35,12996.0,817.0,0
12194595,31500.0,0.0,173065.5,7061.85,9812.0,338.0,0
12100223,13500.0,0.0,18000.0,900.0,11891.0,1126.0,0
12164478,13500.0,0.0,94230.0,2767.95,19200.0,2240.0,0
12156944,9000.0,0.0,67387.5,2867.85,17636.0,2760.0,0
12218716,7650.0,1.0,15638.4,1223.1,15363.0,3303.0,0
12200462,29250.0,0.0,57340.8,2771.55,13446.0,450.0,0
12206797,12150.0,0.0,26955.0,1782.0,11746.0,2668.0,0
12179761,13500.0,0.0,29138.4,2505.6,8320.0,845.0,0
12153165,15750.0,1.0,81000.0,2368.35,10307.0,2987.0,0
12218735,11250.0,2.0,36489.6,1910.25,10075.0,103.0,0
12174727,9000.0,0.0,80865.0,2330.55,12583.0,1839.0,0
12149388,9000.0,0.0,30755.7,2153.25,20931.0,13185.0,0
12160682,13500.0,3.0,55358.1,4041.45,11896.0,2572.0,0
12191314,63000.0,0.0,101250.0,5062.5,9211.0,756.0,0
12149090,20250.0,0.0,135450.0,4707.9,19513.0,3832.0,0
12101940,9000.0,1.0,32850.0,1677.15,12685.0,774.0,0
12183082,15750.0,0.0,55358.1,4041.45,14798.0,2060.0,1
12111102,22500.0,0.0,59256.0,2269.8,19088.0,2339.0,0
12109979,7650.0,0.0,20730.6,1415.25,10846.0,862.0,1
12172536,8100.0,0.0,80865.0,2377.35,20144.0,12597.0,0
12161860,22500.0,2.0,53870.4,2604.6,14321.0,149.0,0
12140223,11250.0,0.0,65159.55,2773.8,15761.0,1442.0,0
12186052,15750.0,1.0,28670.4,2642.4,13617.0,2682.0,0
12118381,20250.0,0.0,82482.3,2673.9,17981.0,2320.0,1
12205139,24750.0,0.0,66600.0,1921.5,9929.0,285.0,0
12198661,11250.0,0.0,50850.0,2446.2,19880.0,2093.0,0
12196898,16650.0,2.0,96179.4,5137.2,12598.0,1557.0,0
12202030,8100.0,0.0,24750.0,1237.5,11486.0,985.0,0
12202973,9000.0,0.0,18000.0,900.0,7726.0,737.0,0
12178207,27900.0,1.0,171483.3,5397.3,14475.0,5495.0,0
12152500,9000.0,2.0,27861.3,2713.95,14727.0,5171.0,0
12178115,23850.0,0.0,45450.0,4586.85,10111.0,956.0,0
12116854,18000.0,0.0,54000.0,2700.0,15729.0,1015.0,0
12145292,13500.0,0.0,54504.0,1957.5,13384.0,6706.0,0
12118724,18000.0,0.0,25470.0,1640.7,11948.0,264.0,0
12190845,18000.0,0.0,67500.0,3260.25,19023.0,9979.0,0
12219709,6750.0,0.0,29250.0,2278.35,19818.0,11398.0,0
12161386,31050.0,0.0,83560.5,2443.05,20652.0,169.0,0
12138307,9000.0,1.0,6112.8,704.25,9049.0,1052.0,0
12162509,12150.0,0.0,22500.0,1516.5,11212.0,153.0,0
12143474,20250.0,0.0,83070.9,3307.5,19910.0,2739.0,0
12109179,6750.0,0.0,90000.0,2631.6,14161.0,2283.0,0
12133598,7650.0,2.0,12363.75,1147.05,10991.0,1664.0,1
12130684,10800.0,0.0,59007.15,1691.1,18724.0,4319.0,1
12116645,18000.0,0.0,157500.0,6414.75,10615.0,84.0,0
12212121,11250.0,0.0,52128.0,2661.3,19289.0,1835.0,0
12183151,13500.0,0.0,18900.0,1475.55,14583.0,1210.0,1
12159855,45000.0,0.0,152820.0,5324.85,18359.0,3127.0,0
12209444,20250.0,0.0,59947.2,2653.65,19221.0,4013.0,0
12100494,13500.0,0.0,51778.8,2643.3,14859.0,707.0,0
12141170,12600.0,0.0,65449.8,3161.7,12386.0,4022.0,0
12179164,15750.0,0.0,72450.0,4445.1,11984.0,209.0,1
12213931,22500.0,2.0,180000.0,6269.85,14609.0,206.0,0
12104782,10350.0,0.0,40050.0,1868.85,19291.0,1041.0,1
12183386,17100.0,1.0,153555.3,4063.5,11534.0,4434.0,0
12126107,13500.0,0.0,67500.0,3260.25,13224.0,3194.0,1
12191185,15750.0,0.0,23985.0,2859.3,11749.0,505.0,0
12149506,20250.0,0.0,10425.6,1192.05,18354.0,4349.0,0
12121527,9000.0,0.0,25470.0,1671.3,18587.0,11571.0,0
12187305,13500.0,0.0,36000.0,2079.45,14297.0,664.0,0
12197184,15750.0,0.0,55098.0,4022.1,19423.0,680.0,0
12209835,11250.0,0.0,57362.85,2287.8,19533.0,472.0,0
12169390,11250.0,0.0,89490.6,2629.35,20586.0,5029.0,0
12131357,16200.0,1.0,47376.0,4698.9,16227.0,704.0,0
12141242,9000.0,0.0,54504.0,2650.95,13155.0,5244.0,0
12172816,36000.0,0.0,22500.0,1125.0,9952.0,399.0,0
12149217,31500.0,0.0,48564.0,3893.85,12977.0,1028.0,0
12118602,11250.0,1.0,36000.0,1853.55,16651.0,781.0,0
12146326,13500.0,4.0,20250.0,1012.5,14096.0,1443.0,0
12100497,38250.0,0.0,98522.1,3268.8,20476.0,4519.0,0
12130088,45000.0,0.0,123750.0,6187.5,17678.0,5956.0,0
12150579,13500.0,0.0,10188.0,1097.1,13368.0,1225.0,0
12186463,11250.0,1.0,17829.0,2128.95,14667.0,3372.0,0
12185538,13500.0,2.0,27000.0,1350.0,14924.0,1044.0,0
12154655,29250.0,2.0,90000.0,6742.35,10964.0,1195.0,0
12196812,14850.0,0.0,104614.2,2889.9,12790.0,4363.0,0
12218855,9000.0,0.0,24727.5,2128.05,13064.0,231.0,1
12157981,13500.0,1.0,31405.5,1396.35,16179.0,2111.0,0
12179791,11250.0,0.0,13032.0,1559.25,14281.0,847.0,0
12135557,18000.0,0.0,34337.7,2501.1,14698.0,3604.0,0
12219217,21600.0,1.0,20250.0,1012.5,16744.0,7681.0,0
12158302,13500.0,0.0,39096.0,1722.15,20487.0,200.0,0
12140898,20250.0,1.0,27363.6,2960.1,12500.0,4449.0,0
12143233,30600.0,0.0,54504.0,2664.0,16562.0,1157.0,0
12207652,23620.5,2.0,56880.0,1564.2,12400.0,1059.0,0
12218831,6300.0,0.0,20250.0,1012.5,14879.0,165.0,0
12172873,11700.0,0.0,15282.0,1524.15,20797.0,8637.0,0
12176440,22500.0,2.0,50849.55,2459.25,13237.0,6641.0,0
12148982,15750.0,0.0,19554.3,1209.15,24333.0,707.0,0
12118934,27000.0,0.0,127859.4,4605.75,17530.0,591.0,0
12168913,22500.0,0.0,100692.0,5154.3,11083.0,2478.0,0
12153300,15300.0,0.0,135000.0,3636.9,20358.0,115.0,0
12105252,11250.0,0.0,59033.7,2514.15,18377.0,4417.0,0
12144629,22500.0,0.0,15282.0,1737.0,10866.0,636.0,0
12199747,11250.0,0.0,18000.0,900.0,10582.0,459.0,0
12186119,11250.0,0.0,96114.6,2823.3,20555.0,1509.0,0
12209446,13500.0,0.0,63133.2,3376.35,13723.0,5013.0,0
12132249,36000.0,0.0,55255.5,3393.45,18999.0,1634.0,0
12124304,22500.0,1.0,70484.4,2697.75,14590.0,1617.0,0
12139878,6750.0,0.0,27504.0,1049.85,9962.0,1629.0,0
12187288,15750.0,1.0,32836.5,1898.1,15903.0,749.0,0
12150546,15750.0,0.0,47970.0,4672.8,19418.0,2036.0,0
12134220,11250.0,0.0,52128.0,2674.35,18913.0,592.0,0
12175012,9000.0,1.0,58500.0,1710.45,11396.0,1163.0,0
12203203,9900.0,2.0,52649.1,2243.7,13227.0,4277.0,0
12142827,18000.0,1.0,40432.5,2077.2,9486.0,1656.0,0
12197248,20250.0,1.0,77702.4,4152.6,11819.0,1478.0,0
12163984,45000.0,0.0,45000.0,3274.65,10942.0,1118.0,0
12171369,31500.0,0.0,52128.0,3163.05,10056.0,362.0,0
12199011,12600.0,1.0,20250.0,1589.85,11803.0,2988.0,0
12178766,9000.0,0.0,18000.0,900.0,11982.0,1571.0,0
12191785,29250.0,0.0,85500.0,3635.55,11338.0,161.0,0
12129188,10800.0,0.0,26955.0,1154.7,24005.0,4004.0,0
12199855,24750.0,0.0,22500.0,1220.4,13962.0,7406.0,0
12209120,27000.0,0.0,52128.0,3539.25,12777.0,3541.0,0
12101580,13500.0,0.0,112500.0,3302.55,20571.0,2594.0,0
12123546,22500.0,0.0,18329.4,881.55,20142.0,3760.0,0
12113752,22500.0,0.0,81000.0,5448.15,23667.0,958.0,0
12150806,38250.0,0.0,152025.3,4180.5,17225.0,9142.0,0
12116188,9450.0,0.0,54000.0,1528.2,15872.0,5792.0,1
12161475,15750.0,3.0,59256.0,3227.4,11446.0,924.0,0
12178452,31500.0,2.0,107820.0,2857.05,16426.0,269.0,0
12174785,9000.0,0.0,29138.4,3457.8,17719.0,3443.0,1
12116518,13500.0,0.0,43128.0,2214.9,17275.0,3161.0,0
12189654,9900.0,1.0,54000.0,2300.85,17744.0,3840.0,0
12148314,15750.0,0.0,90814.5,4851.45,18855.0,1829.0,0
12117711,31500.0,0.0,164937.6,5191.65,14800.0,3306.0,0
12213467,9000.0,0.0,54504.0,2664.0,15531.0,7130.0,0
12172498,29250.0,1.0,125568.0,4149.9,14645.0,3881.0,0
12109845,22500.0,2.0,17632.8,677.7,15386.0,7321.0,0
12202394,58500.0,0.0,180000.0,4950.0,14861.0,2154.0,0
12184506,9000.0,0.0,51206.4,1852.2,19669.0,2577.0,0
12145473,15750.0,1.0,33883.2,2690.1,9289.0,1003.0,1
12134571,16650.0,1.0,71986.05,5022.9,11782.0,3166.0,0
12160673,11700.0,0.0,78750.0,3220.2,9945.0,237.0,0
12189965,6750.0,2.0,18000.0,900.0,12594.0,3708.0,0
12131692,22500.0,0.0,75519.0,3645.9,14690.0,1284.0,0
12128981,13500.0,2.0,49752.0,3324.6,14991.0,5040.0,0
12206721,24300.0,2.0,135000.0,3412.8,12177.0,2007.0,0
12163718,11700.0,0.0,24750.0,1216.8,20033.0,551.0,0
12187234,15750.0,0.0,76022.55,3028.05,16580.0,3513.0,0
12115192,26100.0,0.0,18000.0,900.0,9430.0,288.0,0
12127782,18000.0,0.0,70083.0,2728.35,11010.0,2584.0,0
12195442,7650.0,0.0,25470.0,1422.0,14503.0,7414.0,0
12189023,13500.0,1.0,22254.75,1797.3,15909.0,3374.0,0
12151043,13500.0,1.0,49500.0,1318.5,12980.0,2148.0,0
12121233,24750.0,1.0,24727.5,2281.05,10503.0,543.0,0
12151106,12150.0,0.0,37923.75,1683.45,16119.0,3312.0,0
12135110,6750.0,0.0,32702.4,1174.5,16772.0,1905.0,0
12208729,9000.0,1.0,27000.0,1298.7,11181.0,1979.0,0
12127034,27000.0,0.0,100692.0,3993.3,13961.0,837.0,0
12135926,18000.0,0.0,13500.0,675.0,10400.0,640.0,0
12202166,18000.0,0.0,50042.7,3297.15,9370.0,923.0,0
12114518,18000.0,0.0,108000.0,3170.7,16916.0,10208.0,0
12123138,10636.2,2.0,13500.0,675.0,13441.0,777.0,0
12221136,11250.0,1.0,36146.25,1973.7,15032.0,2834.0,0
12182324,22500.0,0.0,45000.0,2441.25,12778.0,4221.0,0
12134596,7200.0,0.0,79786.8,3104.55,12173.0,2372.0,0
12159941,18000.0,0.0,31276.8,2288.7,10588.0,1668.0,0
12132662,11250.0,1.0,11512.8,1134.45,14178.0,4176.0,0
12120648,31500.0,0.0,176211.0,4858.65,18394.0,614.0,0
12208767,12150.0,0.0,94230.0,3664.35,13250.0,117.0,0
12166413,11250.0,0.0,26100.0,1282.5,10073.0,992.0,1
12164489,11250.0,0.0,18000.0,900.0,15606.0,5466.0,0
12192306,8550.0,0.0,129350.25,3569.85,18236.0,171.0,0
12143630,18000.0,1.0,90000.0,2644.65,16523.0,3158.0,0
12166317,7200.0,4.0,35553.6,1928.7,13510.0,6921.0,0
12171253,8100.0,0.0,15300.0,891.0,15766.0,718.0,0
12117154,15750.0,0.0,25470.0,2674.35,17284.0,10699.0,0
12165784,17550.0,1.0,75384.0,2444.85,12842.0,427.0,0
12141452,22500.0,0.0,100964.25,6724.8,9945.0,269.0,0
12177969,11250.0,0.0,17202.15,1958.4,21787.0,3965.0,1
12151785,20250.0,2.0,101649.6,3359.25,14265.0,5032.0,0
12131770,21600.0,0.0,80865.0,2621.7,15755.0,5065.0,0
12168459,15750.0,2.0,67500.0,3459.6,12258.0,335.0,0
12171179,3600.0,3.0,21801.6,1735.2,15752.0,164.0,1
12186747,11250.0,0.0,18000.0,900.0,8453.0,102.0,0
12195344,9450.0,0.0,41605.2,1274.4,22345.0,5761.0,0
12178978,11250.0,0.0,33750.0,1687.5,17000.0,1005.0,1
12202957,4500.0,0.0,22500.0,861.3,16326.0,126.0,0
12210177,15750.0,0.0,51750.0,4101.75,19572.0,11259.0,0
12101848,27000.0,0.0,31410.0,1716.75,12427.0,2332.0,0
12170773,11250.0,0.0,125227.8,3674.7,16113.0,929.0,0
12204707,22500.0,0.0,90000.0,3826.35,14378.0,1026.0,0
12141344,6750.0,1.0,12363.75,1003.95,8448.0,563.0,0
12205017,20700.0,1.0,45000.0,4738.5,16269.0,2626.0,0
12221455,15750.0,0.0,51750.0,2018.25,18107.0,438.0,0
12183586,22500.0,0.0,49049.55,5039.1,10196.0,213.0,0
12140700,20250.0,0.0,100692.0,4006.35,12268.0,1105.0,0
12208475,18000.0,1.0,10188.0,1082.7,12539.0,1839.0,0
12200800,13500.0,0.0,128835.0,3780.0,11334.0,1116.0,0
12206311,20250.0,0.0,63000.0,4875.3,14625.0,880.0,0
12166405,8550.0,0.0,15750.0,867.15,10726.0,1873.0,0
12164520,11250.0,0.0,18000.0,900.0,8372.0,733.0,0
12145203,39174.75,1.0,135000.0,12376.35,15437.0,226.0,0
12171037,24750.0,0.0,117870.3,7748.55,18101.0,8424.0,0
12192769,22500.0,0.0,89107.2,3775.05,16322.0,5730.0,0
12118406,11700.0,1.0,41479.2,2263.05,12160.0,588.0,0
12182083,12600.0,2.0,103500.0,3026.25,12417.0,243.0,0
12127574,13500.0,1.0,29628.0,2353.95,13926.0,4213.0,0
12166328,18000.0,2.0,45627.3,3099.6,13957.0,185.0,0
12220202,9000.0,0.0,124718.4,4036.05,14923.0,6965.0,0
12167849,18000.0,0.0,72846.0,3700.35,20836.0,8971.0,0
12157911,9000.0,0.0,9594.0,896.85,12511.0,185.0,0
12123392,15750.0,0.0,31284.0,2484.45,16034.0,2529.0,0
12167268,11250.0,0.0,80553.6,3194.55,18354.0,1153.0,0
12105286,15750.0,1.0,53691.75,1941.3,16042.0,99.0,0
12202249,22500.0,0.0,50690.25,3701.7,17865.0,595.0,0
12123377,13500.0,0.0,43603.2,1656.45,22221.0,3627.0,0
12128584,9000.0,2.0,38250.0,2569.05,15204.0,8011.0,0
12209064,25079.4,0.0,157500.0,3994.65,21565.0,137.0,0
12195247,22500.0,0.0,128835.0,3780.0,13304.0,918.0,0
12202219,24750.0,0.0,45000.0,4859.55,15577.0,388.0,0
12177201,13500.0,0.0,67500.0,3459.6,18851.0,2972.0,1
12213028,18000.0,0.0,72243.0,2330.55,20647.0,3256.0,0
12166871,24750.0,2.0,67500.0,2722.95,12341.0,276.0,0
12197102,13500.0,2.0,15300.0,1035.45,14221.0,2238.0,0
12192771,9000.0,1.0,67950.0,2891.7,12983.0,3158.0,0
12202684,11250.0,0.0,75519.0,3645.9,17048.0,776.0,0
12117234,15750.0,2.0,112500.0,6007.05,15298.0,191.0,0
12168594,6750.0,1.0,28350.0,1726.2,11680.0,968.0,0
12171716,18000.0,0.0,34404.3,2516.4,16216.0,1281.0,1
12201561,13500.0,0.0,76500.0,4149.9,12955.0,144.0,1
12100656,6300.0,1.0,20250.0,1012.5,11479.0,1419.0,0
12180634,11250.0,0.0,78713.1,4206.6,20601.0,1554.0,0
12153019,14400.0,2.0,112500.0,3302.55,13985.0,881.0,0
12195897,28350.0,0.0,45900.0,3194.55,21525.0,895.0,0
12108520,13500.0,0.0,31410.0,1228.95,17461.0,149.0,0
12134955,6750.0,0.0,22500.0,953.1,18842.0,5532.0,0
12208116,24750.0,0.0,59256.0,3593.7,10235.0,1766.0,0
12201970,11250.0,0.0,65159.55,3326.85,14454.0,137.0,0
12141713,7650.0,0.0,80865.0,2364.3,15897.0,1371.0,0
12108325,18900.0,1.0,27450.0,1335.15,14722.0,235.0,0
12160969,13500.0,1.0,67950.0,2191.95,10985.0,3839.0,0
12135444,20250.0,0.0,65070.45,3335.4,19317.0,6590.0,1
12206561,11250.0,1.0,5569.2,490.95,14568.0,3889.0,0
12110709,11250.0,1.0,39801.6,3157.65,13355.0,733.0,0
12194123,33750.0,0.0,201384.0,8324.1,19652.0,10469.0,0
12134887,14850.0,0.0,26368.65,2797.65,10258.0,1232.0,0
12137989,13500.0,0.0,31410.0,1657.35,9317.0,1099.0,1
12136620,9000.0,1.0,80553.6,3294.0,16661.0,3477.0,0
12142392,12150.0,0.0,154602.0,4078.35,9002.0,785.0,0
12191283,14850.0,0.0,104614.2,3387.6,22774.0,999.0,0
12112563,20250.0,0.0,71994.6,3348.9,10698.0,2582.0,0
12101800,15750.0,0.0,32836.5,3549.15,16461.0,138.0,0
12185661,13500.0,1.0,90000.0,3582.45,12170.0,1021.0,0
12210925,12600.0,3.0,20276.55,1638.45,10341.0,3205.0,0
12166479,9900.0,0.0,31500.0,1131.3,13324.0,1572.0,0
12194193,18000.0,0.0,50940.0,3706.65,15618.0,2499.0,1
12168563,22500.0,0.0,24750.0,1237.5,20274.0,8189.0,0
12100229,11250.0,0.0,112950.0,3745.8,20322.0,1967.0,0
12205389,23490.0,0.0,36000.0,1558.35,13779.0,1079.0,0
12106777,11250.0,0.0,9669.6,776.7,9116.0,153.0,0
12206704,7875.0,0.0,35550.0,950.85,15887.0,4856.0,0
12156098,38250.0,2.0,138111.3,3656.25,10919.0,378.0,0
12204042,18900.0,0.0,27000.0,1350.0,11986.0,1015.0,1
12135270,18000.0,0.0,38308.95,3039.75,19969.0,1597.0,1
12122152,11700.0,1.0,67500.0,2986.2,17633.0,3072.0,0
12202152,18000.0,2.0,26955.0,2098.8,15056.0,1295.0,0
12195449,11250.0,0.0,18000.0,900.0,9533.0,1183.0,0
12177351,15750.0,1.0,91166.85,3287.7,13036.0,823.0,0
12127011,45000.0,0.0,123750.0,6187.5,11455.0,486.0,0
12157149,32400.0,0.0,113850.0,3328.65,16264.0,8070.0,0
12216927,22500.0,0.0,24876.0,2678.85,8920.0,1276.0,0
12111059,18000.0,0.0,128835.0,3780.0,19869.0,3436.0,0
12147726,15750.0,0.0,90000.0,2631.6,15925.0,2527.0,0
12140720,18000.0,0.0,92250.0,2710.35,12209.0,5166.0,0
12183084,6750.0,1.0,24727.5,1941.75,9166.0,263.0,0
12156853,15750.0,0.0,90000.0,2644.65,14121.0,985.0,0
12101471,14400.0,0.0,59256.0,3115.35,19650.0,3387.0,0
12123235,18000.0,0.0,121047.75,4000.5,19937.0,2445.0,0
12125045,10800.0,0.0,67500.0,4142.7,19252.0,2593.0,0
12128182,31500.0,0.0,90000.0,4608.45,13753.0,1511.0,0
12181138,18000.0,0.0,180000.0,12359.25,17810.0,1911.0,0
12175964,18000.0,2.0,103712.85,4407.3,13211.0,5170.0,0
12220898,10350.0,0.0,27846.0,2245.5,8733.0,471.0,0
12155516,7650.0,1.0,105493.5,4482.45,15131.0,2367.0,0
12188905,16650.0,0.0,67500.0,3769.2,22170.0,666.0,0
12147974,18000.0,2.0,70083.0,2587.5,12484.0,1171.0,0
12113034,12600.0,0.0,57362.85,2772.45,11653.0,1097.0,1
12145319,27000.0,0.0,107820.0,2857.05,8510.0,985.0,0
12194884,22500.0,0.0,100692.0,5154.3,19390.0,1778.0,0
12207477,10350.0,0.0,94230.0,3052.8,20019.0,382.0,0
12212648,12600.0,0.0,15638.4,1868.85,13722.0,2645.0,0
