ID,Car_Owned,Bike_Owned,Active_Loan,House_Own,Loan_Contract_Type,Default
12145292,0,0,0,0,0,0
12118724,0,0,0,0,0,0
12190845,1,1,0,1,0,0
12219709,0,1,1,1,0,0
12161386,1,1,1,1,0,0
12138307,1,0,0,1,0,0
12162509,1,0,1,1,0,0
12143474,0,0,0,1,0,0
12109179,1,0,0,0,0,0
12133598,0,1,0,1,0,1
12130684,1,1,0,0,0,1
12116645,0,0,1,0,0,0
12212121,1,1,0,1,0,0
12183151,0,1,0,1,0,1
12159855,0,1,1,1,0,0
12209444,1,0,1,1,0,0
12100494,0,1,1,0,0,0
12141170,1,1,1,1,0,0
12179164,0,0,1,1,0,1
12213931,1,0,1,1,0,0
12104782,0,1,1,0,0,1
12183386,1,0,1,0,0,0
12126107,0,0,1,0,0,1
12191185,0,0,1,1,0,0
12149506,0,1,0,1,0,0
12121527,0,0,1,1,0,0
12187305,1,0,1,1,0,0
12197184,1,0,0,0,0,0
12209835,0,1,0,1,0,0
12169390,1,1,0,1,0,0
12131357,1,0,1,1,0,0
12141242,1,1,0,0,0,0
12172816,0,0,1,1,1,0
12149217,1,0,1,0,0,0
12118602,0,1,0,1,0,0
12146326,0,1,0,1,1,0
12100497,1,1,0,1,0,0
12130088,0,1,1,1,1,0
12150579,0,0,0,1,0,0
12186463,0,1,1,0,0,0
12185538,1,1,0,0,1,0
12154655,0,1,1,0,0,0
12196812,1,0,1,0,0,0
12218855,1,1,0,1,0,1
12157981,1,0,1,1,0,0
12179791,1,0,1,0,0,0
12135557,0,0,0,1,0,0
12219217,1,0,0,1,1,0
12158302,0,0,1,1,0,0
12140898,0,1,1,1,0,0
12143233,0,0,1,1,0,0
12207652,0,1,0,1,0,0
12218831,0,0,1,0,1,0
12172873,0,0,0,1,0,0
12176440,0,1,1,1,0,0
12148982,0,0,1,1,0,0
12118934,0,1,0,1,0,0
12168913,1,0,1,0,0,0
12153300,1,0,0,0,0,0
12105252,0,0,1,1,0,0
12144629,1,0,0,0,0,0
12199747,0,0,1,1,1,0
12186119,0,0,0,1,0,0
12209446,0,0,1,1,0,0
12132249,0,1,0,1,0,0
12124304,0,1,0,0,0,0
12139878,0,0,1,1,0,0
12187288,1,0,0,1,0,0
12150546,0,0,0,0,0,0
12134220,0,1,0,0,0,0
12175012,0,1,1,0,0,0
12203203,1,0,1,1,0,0
12142827,1,1,1,1,0,0
12197248,0,0,1,0,0,0
12163984,1,1,0,1,0,0
12171369,0,0,1,1,0,0
12199011,1,1,1,1,0,0
12178766,1,1,1,1,1,0
12191785,1,0,1,0,0,0
12129188,0,1,1,1,0,0
12199855,1,0,0,1,0,0
12209120,0,0,0,1,0,0
12101580,0,0,1,0,0,0
12123546,0,0,0,0,0,0
12113752,0,0,0,1,0,0
12150806,0,0,1,1,0,0
12116188,0,1,0,0,0,1
12161475,0,0,1,1,0,0
12178452,0,0,0,0,0,0
12174785,0,0,1,0,0,1
12116518,0,0,1,1,0,0
12189654,0,0,1,1,0,0
12148314,1,0,0,0,0,0
12117711,0,0,0,1,0,0
12213467,0,0,1,0,0,0
12172498,1,0,0,1,0,0
12109845,1,1,0,0,0,0
12202394,1,0,1,0,0,0
12184506,0,0,0,0,0,0
12145473,0,0,0,1,0,1
12134571,0,0,0,1,0,0
12160673,1,1,1,1,0,0
12189965,1,0,0,1,1,0
12131692,0,0,0,1,0,0
12128981,1,0,1,1,0,0
12206721,1,1,1,0,0,0
12163718,0,0,1,0,0,0
12187234,0,1,0,1,0,0
12115192,1,0,0,1,1,0
12127782,1,0,1,1,0,0
12195442,0,0,1,0,0,0
12189023,0,1,0,1,0,0
12151043,0,0,1,0,0,0
12121233,0,0,0,0,0,0
12151106,0,0,0,0,0,0
12135110,0,0,1,0,0,0
12208729,0,0,1,1,0,0
12127034,1,0,0,0,0,0
12135926,1,0,1,1,1,0
12202166,0,1,0,0,0,0
12114518,0,0,0,1,0,0
12123138,0,0,0,1,1,0
12221136,1,1,1,1,0,0
12182324,0,1,1,1,0,0
12134596,1,1,0,1,0,0
12159941,1,0,1,1,0,0
12132662,0,0,1,1,0,0
12120648,1,1,1,1,0,0
12208767,1,1,1,1,0,0
12166413,0,0,1,1,0,1
12164489,0,0,1,1,1,0
12192306,0,0,1,1,0,0
12143630,0,1,1,0,0,0
12166317,0,1,0,1,0,0
12171253,0,0,0,1,0,0
12117154,0,0,1,0,0,0
12165784,0,0,1,1,0,0
12141452,1,1,0,0,0,0
12177969,1,0,1,0,0,1
12151785,0,1,0,0,0,0
12131770,0,0,1,0,0,0
12168459,1,0,1,1,0,0
12171179,0,0,1,1,0,1
12186747,1,0,0,0,1,0
12195344,0,1,0,0,0,0
12178978,0,0,0,0,1,1
12202957,0,0,0,1,0,0
12210177,0,0,1,1,0,0
12101848,0,0,0,1,0,0
12170773,1,1,1,1,0,0
12204707,0,0,0,0,0,0
12141344,0,1,0,1,0,0
12205017,1,1,0,1,0,0
12221455,1,1,1,0,0,0
12183586,0,1,0,1,0,0
12140700,0,0,0,0,0,0
12208475,1,1,0,1,0,0
12200800,0,0,0,1,0,0
12206311,1,0,0,0,0,0
12166405,0,1,1,1,0,0
12164520,1,0,1,1,1,0
12145203,1,0,0,0,0,0
12171037,0,1,1,1,0,0
12192769,1,1,0,0,0,0
12118406,1,1,0,1,0,0
12182083,0,0,1,0,0,0
12127574,0,0,1,1,0,0
12166328,0,0,1,1,0,0
12220202,0,1,1,1,0,0
12167849,1,0,1,0,0,0
12157911,0,0,1,1,0,0
12123392,1,1,1,1,0,0
12167268,0,0,0,1,0,0
12105286,1,0,1,1,0,0
12202249,1,0,1,0,0,0
12123377,0,0,0,1,0,0
12128584,0,0,0,0,0,0
12209064,1,1,0,0,0,0
12195247,1,0,0,1,0,0
12202219,1,0,1,1,0,0
12177201,0,0,0,0,0,1
12213028,0,0,0,1,0,0
12166871,0,1,0,1,0,0
12197102,0,0,1,1,0,0
12192771,1,0,0,0,0,0
12202684,0,0,0,1,0,0
12117234,0,0,1,1,0,0
12168594,1,0,0,0,0,0
12171716,1,1,1,1,0,1
12201561,0,0,0,0,0,1
12100656,0,1,1,1,1,0
12180634,0,0,0,1,0,0
12153019,0,1,0,1,0,0
12195897,0,0,1,1,0,0
12108520,0,0,0,0,0,0
12134955,1,0,1,0,0,0
12208116,1,1,0,1,0,0
12201970,0,0,0,1,0,0
12141713,0,0,1,0,0,0
12108325,0,0,0,1,0,0
12160969,0,1,0,1,0,0
12135444,0,1,1,1,0,1
12206561,0,0,1,1,0,0
12110709,1,0,0,1,0,0
12194123,0,0,0,1,0,0
12134887,0,1,1,0,0,0
12137989,0,0,1,1,0,1
12136620,0,0,0,1,0,0
12142392,0,0,1,0,0,0
12191283,1,1,0,1,0,0
12112563,1,0,1,1,0,0
12101800,1,1,0,1,0,0
12185661,0,0,0,1,0,0
12210925,0,0,0,0,0,0
12166479,0,1,0,0,0,0
12194193,0,0,0,0,0,1
12168563,0,0,1,0,1,0
12100229,0,1,1,1,0,0
12205389,0,0,0,1,0,0
12106777,1,1,0,1,0,0
12206704,0,0,0,0,0,0
12156098,0,1,0,0,0,0
12204042,0,0,0,1,1,1
12135270,1,0,0,1,0,1
12122152,0,0,1,1,0,0
12202152,0,1,1,1,0,0
12195449,0,0,0,0,1,0
12177351,0,0,0,1,0,0
12127011,0,0,1,1,1,0
12157149,1,0,1,1,0,0
12216927,1,0,0,0,0,0
12111059,1,0,0,1,0,0
12147726,0,0,0,0,0,0
12140720,0,0,1,1,0,0
12183084,1,0,0,1,0,0
12156853,0,1,1,0,0,0
12101471,0,0,1,1,0,0
12123235,0,0,0,1,0,0
12125045,0,1,0,1,0,0
12128182,0,0,0,1,0,0
12181138,0,0,1,1,0,0
12175964,0,1,0,1,0,0
12220898,1,1,1,1,0,0
12155516,0,0,1,1,0,0
12188905,0,0,1,0,0,0
12147974,0,1,1,0,0,0
12113034,1,0,1,1,0,1
12145319,0,0,1,0,0,0
12194884,1,0,0,1,0,0
12207477,0,0,0,0,0,0
12212648,0,0,1,1,0,0
12101797,0,0,0,1,1,0
12214447,1,0,0,0,0,0
12178209,0,0,1,0,0,0
12173004,1,0,0,1,0,0
12204708,0,0,0,1,0,0
12138619,1,1,0,1,0,0
12183059,0,1,1,1,0,0
12108366,1,0,0,0,0,0
12212068,1,1,1,1,1,0
12105290,1,0,0,1,0,0
12196521,1,1,0,1,0,0
12109400,1,1,1,1,0,0
12208732,0,0,0,1,0,0
12203689,0,0,0,1,0,0
12209690,0,0,0,0,0,0
12142674,1,1,1,1,0,0
12208893,0,0,0,1,0,0
12206870,0,1,1,1,0,0
12138222,1,0,1,1,1,0
12149281,0,1,1,1,0,0
12195188,0,0,0,1,0,1
12138143,1,0,0,1,0,0
12165075,0,0,1,1,0,0
12193977,1,0,0,1,0,0
12110134,0,0,0,1,0,0
12177931,0,0,1,1,0,0
12138473,0,1,1,1,0,0
12173745,0,1,1,1,0,0
12135436,1,0,1,0,0,0
12119652,0,0,1,1,0,0
12136918,0,0,1,1,1,1
12105155,0,0,1,1,1,0
12149713,0,0,1,1,0,0
12137528,0,0,0,0,1,1
12125432,0,0,0,1,0,0
12205119,1,1,1,1,0,0
12183875,1,0,0,1,0,0
12205830,0,0,0,1,0,0
12112866,0,0,1,0,0,1
12177040,0,0,1,1,0,0
12138528,0,0,0,1,0,0
12198667,0,1,1,0,1,0
12214765,0,0,0,1,0,0
12168263,1,0,1,0,1,0
12102394,0,0,0,0,1,0
12112113,1,0,0,1,0,0
12189664,1,0,1,1,0,0
12146775,0,0,0,1,0,1
12147351,1,1,1,1,0,0
12142597,1,0,0,1,0,1
12206709,0,0,1,0,0,0
12154140,1,0,1,0,0,0
12102011,0,0,1,1,0,0
12136651,1,0,0,1,0,0
12219139,0,1,1,1,1,0
12138254,0,0,1,1,0,0
12157375,1,1,0,0,0,0
12178364,1,0,1,1,0,0
12216043,0,1,0,1,0,0
12108194,0,0,1,0,0,0
12171105,1,0,0,0,0,0
12158869,1,0,1,0,0,0
12178212,0,1,0,1,0,0
12151668,1,0,0,0,0,0
12125312,1,0,1,1,0,0
12189297,1,0,0,1,0,0
12180641,0,0,1,1,0,0
12211744,1,1,0,1,0,0
12165135,1,1,1,0,0,0
12174660,1,0,1,0,0,0
12177766,1,0,0,0,0,0
12141703,0,0,0,1,0,0
12148850,0,1,0,1,0,0
12143776,0,0,1,1,0,0
12196483,0,0,0,1,0,0
12149073,1,0,1,0,0,0
12128986,0,0,0,1,0,0
12110165,0,0,0,1,1,0
12108999,1,0,0,1,0,0
12118757,1,0,1,0,1,0
12220778,0,0,0,0,0,1
12164222,1,1,1,0,0,0
12213007,1,1,1,0,0,1
12131730,0,0,1,1,0,0
12188242,0,0,1,1,0,0
12195484,0,1,1,1,0,0
12131449,1,0,0,1,0,0
12170381,0,1,1,1,0,0
12129124,0,0,0,1,0,1
12150162,0,0,0,1,0,0
12109193,0,0,0,1,0,0
12198440,0,1,0,1,0,0
12152861,0,1,1,1,0,0
12152723,1,1,1,1,0,0
12162499,0,0,0,0,0,1
12199122,1,1,1,0,0,0
12179731,0,1,1,1,0,0
12147266,0,1,1,0,0,0
12192149,0,1,1,1,0,0
12153129,0,0,1,1,0,0
12126868,0,0,1,0,0,1
12155940,1,0,1,0,0,0
12141035,0,0,1,1,0,1
12150106,0,0,0,1,0,0
12122940,1,0,0,0,0,0
12170671,1,1,0,1,0,0
12191862,0,1,0,1,0,0
12154027,1,0,1,1,0,0
12180293,0,0,0,1,0,0
12202633,0,0,1,1,0,0
12134559,1,0,1,0,0,0
12153410,0,1,1,1,1,0
12220001,1,1,0,1,1,1
12198505,0,1,1,0,0,1
12135961,1,1,1,0,1,0
12161290,1,0,0,0,0,0
12189963,1,0,0,1,0,0
12121477,0,1,0,0,0,0
12108265,0,0,0,0,0,0
12198718,0,0,0,1,0,0
12118329,0,1,0,1,0,0
12136048,0,0,0,1,0,0
12120186,0,1,0,1,1,0
12112179,1,0,0,0,0,0
12177967,1,0,1,1,0,1
12121955,0,1,0,1,0,0
12156717,1,0,1,1,0,0
12169481,0,0,1,1,0,0
12116769,0,1,0,1,0,0
12126031,0,0,1,1,0,0
12119803,1,0,1,1,0,0
12211272,0,0,1,1,0,0
12135416,1,0,0,1,1,0
12182013,0,1,1,0,1,0
12118740,1,0,1,0,0,0
12150967,0,0,1,0,1,0
12150880,0,1,1,1,0,0
12158501,0,0,1,1,0,0
12133492,0,0,1,1,0,0
12151900,1,1,1,1,0,0
12173088,1,1,0,0,0,0
12144506,0,0,1,1,1,0
12216006,0,1,1,0,0,0
12112432,1,0,1,0,0,0
12131166,0,1,0,1,0,0
12131256,1,1,1,1,0,0
12163205,1,1,0,1,0,0
12138403,0,0,0,1,0,0
12124590,0,0,0,1,0,0
12172840,0,0,1,1,0,0
12215740,1,0,1,1,0,1
12103769,0,1,1,1,0,0
12101095,0,1,1,1,1,0
12153180,0,0,1,1,0,0
12121045,1,0,0,1,0,0
12154811,1,1,1,1,0,0
12184850,1,0,0,1,0,0
12150797,1,0,1,1,0,0
12126776,0,1,1,1,0,0
12162031,0,0,0,0,0,0
12110868,0,0,1,1,0,0
12102349,0,0,0,1,0,0
12127765,1,0,0,1,0,0
12109010,0,0,1,0,0,0
12143645,0,0,0,1,0,0
12169833,1,1,0,1,0,0
12156208,1,0,0,1,0,0
12214309,0,1,0,0,0,0
12139359,1,0,0,1,0,0
12123092,0,1,0,1,0,0
12218424,0,0,1,1,0,0
12103112,0,0,0,0,0,0
12163594,0,0,0,1,1,0
12119804,0,0,0,1,0,0
12159640,1,0,0,1,0,0
12217205,0,0,1,1,0,0
12176075,0,0,1,0,0,0
12115597,1,0,1,1,0,0
12145335,0,0,0,0,1,0
12211345,0,1,0,1,0,1
12187513,1,0,1,0,0,0
12151902,0,0,0,1,0,0
12173782,0,0,1,1,0,0
12104220,0,1,1,0,0,0
12137380,0,0,0,1,0,0
12138839,1,0,0,1,0,0
12221653,1,0,1,1,0,0
12167757,0,1,0,1,0,1
12194063,0,1,0,1,1,0
12184345,0,0,1,0,0,0
12164515,0,1,0,1,0,0
12118695,0,0,1,0,0,0
12153982,0,0,1,1,1,0
12161800,1,0,0,1,0,0
12109550,1,0,0,1,0,0
12197186,0,1,1,0,0,0
12195856,1,0,0,0,0,0
12176111,0,0,0,1,0,0
12191483,1,1,1,0,0,0
12213159,0,0,0,1,0,0
12119909,1,0,1,0,0,1
12125744,0,0,0,1,1,0
12169274,0,0,1,1,0,0
12204990,0,0,0,1,1,0
12166127,0,0,1,0,0,1
12141752,1,1,0,1,0,0
12110525,1,0,1,1,0,0
12132178,0,0,0,0,0,0
12190046,0,1,0,1,0,0
12205683,1,0,0,0,0,0
12124985,0,1,1,0,0,0
12145948,0,1,1,1,0,0
12152686,0,0,0,1,0,0
12181557,1,1,1,0,0,0
12196411,0,1,1,0,0,1
12135176,1,0,1,0,0,0
12147677,0,0,0,1,0,0
12220378,1,1,0,1,0,0
12171443,0,0,0,1,0,0
12187097,1,1,0,1,0,0
12113848,1,0,1,1,0,1
12177423,1,0,1,0,0,0
12178469,0,1,0,0,0,0
12107949,1,1,0,1,0,0
12172272,0,0,1,0,0,0
12129281,0,1,1,0,0,0
12110582,0,0,0,0,0,0
12130096,0,0,0,1,0,0
12159702,0,0,1,0,0,0
12208209,0,0,0,1,0,0
12148487,0,0,1,1,0,0
12103740,0,0,0,1,0,0
12110762,1,0,0,0,0,0
12191477,0,0,0,1,0,1
12182329,0,0,1,1,0,0
12122775,0,1,1,0,0,0
12176310,1,0,0,1,0,0
12148290,0,0,1,1,0,1
12128949,1,1,0,0,1,0
12201113,0,0,0,1,0,0
12104311,0,1,1,1,0,0
12189598,0,1,1,1,0,1
12132191,1,1,0,1,0,0
12197299,0,0,1,1,0,1
12116952,0,0,0,1,0,0
12119919,0,0,0,1,0,0
12177662,1,0,0,0,0,1
12204953,1,0,0,1,0,0
12115234,1,0,0,1,0,0
12155957,1,1,0,1,0,0
12208481,0,0,1,0,0,0
12150874,1,0,0,1,0,0
12211300,1,0,1,1,0,0
12124640,0,1,0,0,0,0
12170982,1,0,0,1,0,0
12122563,1,0,1,1,0,0
12183738,1,0,0,1,0,0
12133674,0,0,0,1,1,0
12122226,1,0,1,0,0,0
12209037,1,1,1,1,0,0
12151247,1,0,0,1,0,0
12207007,1,0,1,1,0,0
12201508,0,0,1,1,0,0
12141824,0,0,1,1,0,0
12154415,0,0,0,0,0,0
12203317,0,1,1,0,0,0
12174295,0,0,0,1,0,0
12119236,0,0,1,0,0,0
12165611,0,0,1,1,0,0
12141558,1,0,1,0,0,0
12107565,1,0,1,1,1,0
12173104,0,0,1,0,0,0
12144406,1,1,1,1,0,0
12151350,0,0,1,1,0,0
12107649,1,0,0,0,0,0
12130490,1,0,1,1,0,0
12147882,0,0,1,1,0,0
12128344,0,0,0,0,0,0
12153925,0,0,1,1,0,0
12166975,1,0,0,1,0,0
12135228,0,1,0,1,0,0
12180481,1,0,0,1,0,0
12202467,0,0,1,1,0,0
12129797,0,0,0,0,0,0
12145530,0,1,1,1,0,0
12215968,0,1,0,1,0,1
12159200,0,0,0,1,0,0
12163855,0,0,0,1,0,0
12122375,0,0,1,0,0,0
12173571,0,0,1,1,1,0
12112611,0,1,0,0,0,0
12207612,0,0,0,1,0,0
12203286,0,0,1,1,1,0
12183923,1,1,1,0,0,0
12154231,1,0,1,1,0,0
12194015,1,1,1,0,0,0
12151744,0,1,0,1,0,0
12146580,0,0,0,1,0,0
12184740,1,0,1,1,0,0
12159642,1,0,0,0,0,0
12194222,0,0,0,0,0,0
12149527,0,1,0,1,0,0
12220186,1,0,1,1,0,0
12213195,0,0,0,1,0,1
12221499,1,1,1,1,0,0
12161822,0,0,1,1,1,0
12124623,0,0,1,0,0,0
12119675,0,1,0,0,0,1
12113289,0,0,1,0,0,1
12196964,1,0,1,1,0,0
12190672,0,0,0,1,0,0
12209466,0,0,1,1,0,0
12186282,0,0,0,1,0,0
12191781,1,1,0,1,0,0
12217291,0,0,1,0,0,0
12110859,0,0,0,0,0,0
12208608,0,0,0,0,0,0
12179285,1,1,1,0,0,0
12197738,0,1,0,0,0,0
12175676,1,0,0,0,1,0
12135681,0,0,1,1,0,0
12110987,0,0,0,1,0,0
12124768,1,0,0,1,0,1
12188032,1,0,0,1,0,1
12123313,0,0,0,1,0,0
12162648,1,0,1,0,0,0
12114753,0,0,0,0,0,0
12168973,1,0,0,1,0,0
12182569,1,1,0,1,0,1
12127230,0,0,1,0,0,0
12215017,1,0,1,1,1,0
12135174,0,0,1,1,0,0
12145567,1,0,0,1,0,1
12164134,1,1,0,1,0,0
12169662,1,1,1,0,0,0
12204856,1,1,0,1,0,0
12131563,0,0,0,1,0,0
12173802,0,0,0,0,0,0
12117727,0,1,1,1,0,0
12133186,1,0,0,1,0,0
12158507,1,0,1,1,0,0
12183860,1,0,0,0,0,1
12139284,0,0,1,1,0,0
12132934,0,1,1,1,0,1
12121816,1,0,1,0,0,0
12124927,1,0,1,0,0,0
12129339,0,1,1,1,0,0
12164526,1,0,0,0,0,0
12161670,1,0,0,1,0,0
12137629,1,0,1,1,0,0
12151191,1,0,0,0,0,0
12142165,0,0,0,1,0,0
12174383,0,0,0,1,0,0
12161018,0,0,1,1,0,0
12175755,1,1,1,0,0,0
12162868,0,0,0,0,0,0
12117222,0,0,0,1,0,0
12124149,1,0,0,1,0,0
12117901,1,1,1,1,0,0
12175151,0,0,1,1,1,0
12200492,1,1,0,1,0,0
12148567,0,1,0,1,0,0
12121511,1,1,0,1,0,0
12201838,0,1,1,0,0,0
12210938,0,0,0,1,0,0
12116150,0,0,1,0,0,0
12181564,0,0,0,1,0,1
12192980,1,0,0,0,0,1
12168202,0,0,0,1,0,0
12193050,0,0,1,1,0,0
12171435,1,0,0,0,0,0
12104663,0,1,0,1,1,0
12148674,1,0,0,1,0,0
12139711,1,1,0,0,0,0
12101859,0,1,1,1,0,0
12189053,1,0,1,1,0,0
12198574,0,1,1,1,0,0
12205565,0,0,1,0,0,0
12196122,1,0,1,1,0,0
12113958,0,0,0,1,0,0
12181926,0,1,1,0,0,0
12140965,0,1,0,1,0,0
12174565,0,0,0,1,0,1
12221280,1,0,1,1,0,1
12207088,0,1,1,1,0,0
12201282,0,0,1,1,0,0
12205484,0,1,1,0,0,0
12141628,1,0,1,1,0,0
12195302,0,0,0,1,0,0
12105398,1,0,1,1,0,0
12214095,1,0,1,1,0,0
12213488,0,0,0,0,0,0
12108596,0,0,1,1,0,0
12215029,0,0,1,1,1,0
12116470,0,0,1,1,0,0
12194216,1,0,1,1,0,0
12115309,0,0,1,1,1,0
12100868,0,0,1,0,0,1
12111407,1,0,1,1,0,1
12201676,0,1,1,0,0,0
12103820,1,0,0,0,0,0
12197965,0,0,0,1,0,0
12153607,0,1,1,1,0,0
12221818,0,0,0,1,0,0
12100084,1,1,0,1,0,0
12127899,0,0,0,0,0,0
12155080,1,0,1,0,0,0
12125002,0,0,0,0,0,0
12141359,0,1,0,0,0,0
12150924,0,0,1,0,0,1
12191756,1,0,1,1,1,0
12153823,1,1,1,1,0,0
12112941,1,1,0,1,0,0
12218680,1,0,1,1,0,0
12159843,0,1,0,1,0,0
12103588,0,0,0,0,1,0
12202724,0,1,1,1,0,1
12104121,0,0,0,0,0,0
12160375,0,1,1,1,0,0
12175260,0,0,0,1,0,0
12145446,0,1,0,0,0,0
12154578,1,0,0,1,0,0
12186074,1,1,1,1,0,0
12209881,1,0,0,0,1,0
12141205,1,0,1,1,0,0
12138478,1,1,0,1,0,0
12113989,0,1,0,1,0,0
12164577,0,1,0,1,0,0
12218677,0,0,0,0,0,0
12102501,0,1,0,1,0,0
12194847,1,0,1,1,0,1
12216231,0,0,0,1,0,0
12132885,0,1,0,1,0,1
12160749,0,0,0,0,0,0
12172231,1,0,0,1,0,0
12137860,0,1,1,0,0,0
12114625,0,0,0,1,0,0
12210564,0,0,0,0,0,1
12127133,0,0,1,1,0,0
12153907,0,0,1,1,0,0
12157678,0,0,1,1,0,0
12217483,1,0,0,1,0,0
12180103,0,0,1,1,0,0
12212192,0,0,1,1,0,0
12150265,0,1,0,1,0,1
12101051,0,1,1,0,1,0
12115580,1,0,1,0,0,0
12195036,0,1,1,1,0,0
12120719,0,0,0,1,0,0
12122498,0,0,0,1,0,1
12190508,1,0,0,1,0,0
12209370,1,0,1,1,0,1
12191903,0,1,1,1,0,0
12170903,0,0,0,1,0,0
12193492,0,0,1,0,0,0
12204210,1,0,0,1,0,0
12161480,0,0,0,1,0,0
12184445,1,0,1,1,0,0
12157997,0,1,1,1,1,0
12213879,0,1,1,1,0,1
12197621,1,0,1,1,1,0
12173105,0,0,1,0,0,0
12105601,0,1,0,1,1,0
12214087,0,0,0,1,0,0
12131771,1,0,0,0,0,0
12176703,0,0,0,1,0,0
12152518,0,1,1,1,0,0
